Initial Perceptron Parameter's Error Rate: 50.0% -> [17.008437309084, 208.88779723500056, -261.07086504651943]

    1-th training, ErrorRate: 50.0% -> [16.008437309084, 140.88779723500056, -278.4708650465194]
 3705-th training, ErrorRate: 14.0% -> [-2.9915626909159982, 108.08779723500085, -698.1708650465183]
 3706-th training, ErrorRate: 43.0% -> [-3.9915626909159982, 27.987797235000855, -706.6708650465183]
 3707-th training, ErrorRate: 43.0% -> [-3.9915626909159982, 27.987797235000855, -706.6708650465183]
 3708-th training, ErrorRate: 43.0% -> [-3.9915626909159982, 27.987797235000855, -706.6708650465183]
 3709-th training, ErrorRate: 43.0% -> [-3.9915626909159982, 27.987797235000855, -706.6708650465183]
 3710-th training, ErrorRate: 43.0% -> [-3.9915626909159982, 27.987797235000855, -706.6708650465183]
 3711-th training, ErrorRate: 43.0% -> [-3.9915626909159982, 27.987797235000855, -706.6708650465183]
 3712-th training, ErrorRate: 43.0% -> [-3.9915626909159982, 27.987797235000855, -706.6708650465183]
 3713-th training, ErrorRate: 43.0% -> [-3.9915626909159982, 27.987797235000855, -706.6708650465183]
 3714-th training, ErrorRate: 43.0% -> [-3.9915626909159982, 27.987797235000855, -706.6708650465183]
 3715-th training, ErrorRate: 43.0% -> [-3.9915626909159982, 27.987797235000855, -706.6708650465183]
 3716-th training, ErrorRate: 43.0% -> [-3.9915626909159982, 27.987797235000855, -706.6708650465183]
 3717-th training, ErrorRate: 43.0% -> [-3.9915626909159982, 27.987797235000855, -706.6708650465183]
 3718-th training, ErrorRate: 43.0% -> [-3.9915626909159982, 27.987797235000855, -706.6708650465183]
 3719-th training, ErrorRate: 43.0% -> [-3.9915626909159982, 27.987797235000855, -706.6708650465183]
 3720-th training, ErrorRate: 43.0% -> [-3.9915626909159982, 27.987797235000855, -706.6708650465183]
 3721-th training, ErrorRate: 43.0% -> [-3.9915626909159982, 27.987797235000855, -706.6708650465183]
 3722-th training, ErrorRate: 43.0% -> [-3.9915626909159982, 27.987797235000855, -706.6708650465183]
 3723-th training, ErrorRate: 43.0% -> [-3.9915626909159982, 27.987797235000855, -706.6708650465183]
 3724-th training, ErrorRate: 43.0% -> [-3.9915626909159982, 27.987797235000855, -706.6708650465183]
 3725-th training, ErrorRate: 43.0% -> [-3.9915626909159982, 27.987797235000855, -706.6708650465183]
 3726-th training, ErrorRate: 43.0% -> [-3.9915626909159982, 27.987797235000855, -706.6708650465183]
 3727-th training, ErrorRate: 43.0% -> [-3.9915626909159982, 27.987797235000855, -706.6708650465183]
 3728-th training, ErrorRate: 43.0% -> [-3.9915626909159982, 27.987797235000855, -706.6708650465183]
 3729-th training, ErrorRate: 43.0% -> [-3.9915626909159982, 27.987797235000855, -706.6708650465183]
 3730-th training, ErrorRate: 43.0% -> [-3.9915626909159982, 27.987797235000855, -706.6708650465183]
 3731-th training, ErrorRate: 43.0% -> [-3.9915626909159982, 27.987797235000855, -706.6708650465183]
 3732-th training, ErrorRate: 43.0% -> [-3.9915626909159982, 27.987797235000855, -706.6708650465183]
 3733-th training, ErrorRate: 43.0% -> [-3.9915626909159982, 27.987797235000855, -706.6708650465183]
 3734-th training, ErrorRate: 43.0% -> [-3.9915626909159982, 27.987797235000855, -706.6708650465183]
 3735-th training, ErrorRate: 43.0% -> [-3.9915626909159982, 27.987797235000855, -706.6708650465183]
 3736-th training, ErrorRate: 43.0% -> [-3.9915626909159982, 27.987797235000855, -706.6708650465183]
 3737-th training, ErrorRate: 43.0% -> [-3.9915626909159982, 27.987797235000855, -706.6708650465183]
 3738-th training, ErrorRate: 43.0% -> [-3.9915626909159982, 27.987797235000855, -706.6708650465183]
 3739-th training, ErrorRate: 43.0% -> [-3.9915626909159982, 27.987797235000855, -706.6708650465183]
 3740-th training, ErrorRate: 43.0% -> [-3.9915626909159982, 27.987797235000855, -706.6708650465183]
 3741-th training, ErrorRate: 43.0% -> [-3.9915626909159982, 27.987797235000855, -706.6708650465183]
 3742-th training, ErrorRate: 43.0% -> [-3.9915626909159982, 27.987797235000855, -706.6708650465183]
 3743-th training, ErrorRate: 43.0% -> [-3.9915626909159982, 27.987797235000855, -706.6708650465183]
 3744-th training, ErrorRate: 43.0% -> [-3.9915626909159982, 27.987797235000855, -706.6708650465183]
 3745-th training, ErrorRate: 43.0% -> [-3.9915626909159982, 27.987797235000855, -706.6708650465183]
 3746-th training, ErrorRate: 43.0% -> [-3.9915626909159982, 27.987797235000855, -706.6708650465183]
 3747-th training, ErrorRate: 43.0% -> [-3.9915626909159982, 27.987797235000855, -706.6708650465183]
 3748-th training, ErrorRate: 43.0% -> [-3.9915626909159982, 27.987797235000855, -706.6708650465183]
 3749-th training, ErrorRate: 43.0% -> [-3.9915626909159982, 27.987797235000855, -706.6708650465183]
 3750-th training, ErrorRate: 43.0% -> [-3.9915626909159982, 27.987797235000855, -706.6708650465183]
 3751-th training, ErrorRate: 19.0% -> [-2.9915626909159982, 135.48779723500087, -700.9708650465183]
 3752-th training, ErrorRate: 19.0% -> [-2.9915626909159982, 135.48779723500087, -700.9708650465183]
 3753-th training, ErrorRate: 19.0% -> [-2.9915626909159982, 135.48779723500087, -700.9708650465183]
 3754-th training, ErrorRate: 19.0% -> [-2.9915626909159982, 135.48779723500087, -700.9708650465183]
 3755-th training, ErrorRate: 19.0% -> [-2.9915626909159982, 135.48779723500087, -700.9708650465183]
 3756-th training, ErrorRate: 19.0% -> [-2.9915626909159982, 135.48779723500087, -700.9708650465183]
 3757-th training, ErrorRate: 19.0% -> [-2.9915626909159982, 135.48779723500087, -700.9708650465183]
 3758-th training, ErrorRate: 19.0% -> [-2.9915626909159982, 135.48779723500087, -700.9708650465183]
 3759-th training, ErrorRate: 19.0% -> [-2.9915626909159982, 135.48779723500087, -700.9708650465183]
 3760-th training, ErrorRate: 19.0% -> [-2.9915626909159982, 135.48779723500087, -700.9708650465183]
 3761-th training, ErrorRate: 19.0% -> [-2.9915626909159982, 135.48779723500087, -700.9708650465183]
 3762-th training, ErrorRate: 19.0% -> [-2.9915626909159982, 135.48779723500087, -700.9708650465183]
 3763-th training, ErrorRate: 19.0% -> [-2.9915626909159982, 135.48779723500087, -700.9708650465183]
 3764-th training, ErrorRate: 19.0% -> [-2.9915626909159982, 135.48779723500087, -700.9708650465183]
 3765-th training, ErrorRate: 19.0% -> [-2.9915626909159982, 135.48779723500087, -700.9708650465183]
 3766-th training, ErrorRate: 19.0% -> [-2.9915626909159982, 135.48779723500087, -700.9708650465183]
 3767-th training, ErrorRate: 19.0% -> [-2.9915626909159982, 135.48779723500087, -700.9708650465183]
 3768-th training, ErrorRate: 19.0% -> [-2.9915626909159982, 135.48779723500087, -700.9708650465183]
 3769-th training, ErrorRate: 19.0% -> [-2.9915626909159982, 135.48779723500087, -700.9708650465183]
 3770-th training, ErrorRate: 19.0% -> [-2.9915626909159982, 135.48779723500087, -700.9708650465183]
 3771-th training, ErrorRate: 19.0% -> [-2.9915626909159982, 135.48779723500087, -700.9708650465183]
 3772-th training, ErrorRate: 19.0% -> [-2.9915626909159982, 135.48779723500087, -700.9708650465183]
 3773-th training, ErrorRate: 19.0% -> [-2.9915626909159982, 135.48779723500087, -700.9708650465183]
 3774-th training, ErrorRate: 19.0% -> [-2.9915626909159982, 135.48779723500087, -700.9708650465183]
 3775-th training, ErrorRate: 19.0% -> [-2.9915626909159982, 135.48779723500087, -700.9708650465183]
 3776-th training, ErrorRate: 19.0% -> [-2.9915626909159982, 135.48779723500087, -700.9708650465183]
 3777-th training, ErrorRate: 19.0% -> [-2.9915626909159982, 135.48779723500087, -700.9708650465183]
 3778-th training, ErrorRate: 19.0% -> [-2.9915626909159982, 135.48779723500087, -700.9708650465183]
 3779-th training, ErrorRate: 19.0% -> [-2.9915626909159982, 135.48779723500087, -700.9708650465183]
 3780-th training, ErrorRate: 19.0% -> [-2.9915626909159982, 135.48779723500087, -700.9708650465183]
 3781-th training, ErrorRate: 19.0% -> [-2.9915626909159982, 135.48779723500087, -700.9708650465183]
 3782-th training, ErrorRate: 19.0% -> [-2.9915626909159982, 135.48779723500087, -700.9708650465183]
 3783-th training, ErrorRate: 19.0% -> [-2.9915626909159982, 135.48779723500087, -700.9708650465183]
 3784-th training, ErrorRate: 19.0% -> [-2.9915626909159982, 135.48779723500087, -700.9708650465183]
 3785-th training, ErrorRate: 19.0% -> [-2.9915626909159982, 135.48779723500087, -700.9708650465183]
 3786-th training, ErrorRate: 19.0% -> [-2.9915626909159982, 135.48779723500087, -700.9708650465183]
 3787-th training, ErrorRate: 19.0% -> [-2.9915626909159982, 135.48779723500087, -700.9708650465183]
 3788-th training, ErrorRate: 19.0% -> [-2.9915626909159982, 135.48779723500087, -700.9708650465183]
 3789-th training, ErrorRate: 19.0% -> [-2.9915626909159982, 135.48779723500087, -700.9708650465183]
 3790-th training, ErrorRate: 19.0% -> [-2.9915626909159982, 135.48779723500087, -700.9708650465183]
 3791-th training, ErrorRate: 19.0% -> [-2.9915626909159982, 135.48779723500087, -700.9708650465183]
 3792-th training, ErrorRate: 19.0% -> [-2.9915626909159982, 135.48779723500087, -700.9708650465183]
 3793-th training, ErrorRate: 19.0% -> [-2.9915626909159982, 135.48779723500087, -700.9708650465183]
 3794-th training, ErrorRate: 40.0% -> [-1.9915626909159982, 198.18779723500086, -688.3708650465182]
 3795-th training, ErrorRate: 40.0% -> [-1.9915626909159982, 198.18779723500086, -688.3708650465182]
 3796-th training, ErrorRate: 40.0% -> [-1.9915626909159982, 198.18779723500086, -688.3708650465182]
 3797-th training, ErrorRate: 40.0% -> [-1.9915626909159982, 198.18779723500086, -688.3708650465182]
 3798-th training, ErrorRate: 40.0% -> [-1.9915626909159982, 198.18779723500086, -688.3708650465182]
 3799-th training, ErrorRate: 40.0% -> [-1.9915626909159982, 198.18779723500086, -688.3708650465182]
 3800-th training, ErrorRate: 40.0% -> [-1.9915626909159982, 198.18779723500086, -688.3708650465182]
 3801-th training, ErrorRate: 16.0% -> [-2.9915626909159982, 130.18779723500086, -705.7708650465182]
 3802-th training, ErrorRate: 16.0% -> [-2.9915626909159982, 130.18779723500086, -705.7708650465182]
 3803-th training, ErrorRate: 16.0% -> [-2.9915626909159982, 130.18779723500086, -705.7708650465182]
 3804-th training, ErrorRate: 16.0% -> [-2.9915626909159982, 130.18779723500086, -705.7708650465182]
 3805-th training, ErrorRate: 16.0% -> [-2.9915626909159982, 130.18779723500086, -705.7708650465182]
 3806-th training, ErrorRate: 32.0% -> [-3.9915626909159982, 50.08779723500086, -714.2708650465182]
 3807-th training, ErrorRate: 32.0% -> [-3.9915626909159982, 50.08779723500086, -714.2708650465182]
 3808-th training, ErrorRate: 32.0% -> [-3.9915626909159982, 50.08779723500086, -714.2708650465182]
 3809-th training, ErrorRate: 32.0% -> [-3.9915626909159982, 50.08779723500086, -714.2708650465182]
 3810-th training, ErrorRate: 32.0% -> [-3.9915626909159982, 50.08779723500086, -714.2708650465182]
 3811-th training, ErrorRate: 32.0% -> [-3.9915626909159982, 50.08779723500086, -714.2708650465182]
 3812-th training, ErrorRate: 32.0% -> [-3.9915626909159982, 50.08779723500086, -714.2708650465182]
 3813-th training, ErrorRate: 32.0% -> [-3.9915626909159982, 50.08779723500086, -714.2708650465182]
 3814-th training, ErrorRate: 32.0% -> [-3.9915626909159982, 50.08779723500086, -714.2708650465182]
 3815-th training, ErrorRate: 32.0% -> [-3.9915626909159982, 50.08779723500086, -714.2708650465182]
 3816-th training, ErrorRate: 32.0% -> [-3.9915626909159982, 50.08779723500086, -714.2708650465182]
 3817-th training, ErrorRate: 32.0% -> [-3.9915626909159982, 50.08779723500086, -714.2708650465182]
 3818-th training, ErrorRate: 32.0% -> [-3.9915626909159982, 50.08779723500086, -714.2708650465182]
 3819-th training, ErrorRate: 32.0% -> [-3.9915626909159982, 50.08779723500086, -714.2708650465182]
 3820-th training, ErrorRate: 32.0% -> [-3.9915626909159982, 50.08779723500086, -714.2708650465182]
 3821-th training, ErrorRate: 32.0% -> [-3.9915626909159982, 50.08779723500086, -714.2708650465182]
 3822-th training, ErrorRate: 32.0% -> [-3.9915626909159982, 50.08779723500086, -714.2708650465182]
 3823-th training, ErrorRate: 32.0% -> [-3.9915626909159982, 50.08779723500086, -714.2708650465182]
 3824-th training, ErrorRate: 32.0% -> [-3.9915626909159982, 50.08779723500086, -714.2708650465182]
 3825-th training, ErrorRate: 32.0% -> [-3.9915626909159982, 50.08779723500086, -714.2708650465182]
 3826-th training, ErrorRate: 32.0% -> [-3.9915626909159982, 50.08779723500086, -714.2708650465182]
 3827-th training, ErrorRate: 32.0% -> [-3.9915626909159982, 50.08779723500086, -714.2708650465182]
 3828-th training, ErrorRate: 32.0% -> [-3.9915626909159982, 50.08779723500086, -714.2708650465182]
 3829-th training, ErrorRate: 32.0% -> [-3.9915626909159982, 50.08779723500086, -714.2708650465182]
 3830-th training, ErrorRate: 32.0% -> [-3.9915626909159982, 50.08779723500086, -714.2708650465182]
 3831-th training, ErrorRate: 32.0% -> [-3.9915626909159982, 50.08779723500086, -714.2708650465182]
 3832-th training, ErrorRate: 32.0% -> [-3.9915626909159982, 50.08779723500086, -714.2708650465182]
 3833-th training, ErrorRate: 32.0% -> [-3.9915626909159982, 50.08779723500086, -714.2708650465182]
 3834-th training, ErrorRate: 50.0% -> [-4.991562690915998, -19.712202764999134, -717.7708650465182]
 3835-th training, ErrorRate: 50.0% -> [-4.991562690915998, -19.712202764999134, -717.7708650465182]
 3836-th training, ErrorRate: 50.0% -> [-4.991562690915998, -19.712202764999134, -717.7708650465182]
 3837-th training, ErrorRate: 50.0% -> [-4.991562690915998, -19.712202764999134, -717.7708650465182]
 3838-th training, ErrorRate: 50.0% -> [-4.991562690915998, -19.712202764999134, -717.7708650465182]
 3839-th training, ErrorRate: 50.0% -> [-4.991562690915998, -19.712202764999134, -717.7708650465182]
 3840-th training, ErrorRate: 50.0% -> [-4.991562690915998, -19.712202764999134, -717.7708650465182]
 3841-th training, ErrorRate: 50.0% -> [-4.991562690915998, -19.712202764999134, -717.7708650465182]
 3842-th training, ErrorRate: 50.0% -> [-4.991562690915998, -19.712202764999134, -717.7708650465182]
 3843-th training, ErrorRate: 50.0% -> [-4.991562690915998, -19.712202764999134, -717.7708650465182]
 3844-th training, ErrorRate: 50.0% -> [-4.991562690915998, -19.712202764999134, -717.7708650465182]
 3845-th training, ErrorRate: 50.0% -> [-4.991562690915998, -19.712202764999134, -717.7708650465182]
 3846-th training, ErrorRate: 50.0% -> [-4.991562690915998, -19.712202764999134, -717.7708650465182]
 3847-th training, ErrorRate: 50.0% -> [-4.991562690915998, -19.712202764999134, -717.7708650465182]
 3848-th training, ErrorRate: 50.0% -> [-4.991562690915998, -19.712202764999134, -717.7708650465182]
 3849-th training, ErrorRate: 50.0% -> [-4.991562690915998, -19.712202764999134, -717.7708650465182]
 3850-th training, ErrorRate: 50.0% -> [-4.991562690915998, -19.712202764999134, -717.7708650465182]
 3851-th training, ErrorRate: 15.0% -> [-3.9915626909159982, 87.78779723500087, -712.0708650465182]
 3852-th training, ErrorRate: 15.0% -> [-3.9915626909159982, 87.78779723500087, -712.0708650465182]
 3853-th training, ErrorRate: 15.0% -> [-3.9915626909159982, 87.78779723500087, -712.0708650465182]
 3854-th training, ErrorRate: 15.0% -> [-3.9915626909159982, 87.78779723500087, -712.0708650465182]
 3855-th training, ErrorRate: 15.0% -> [-3.9915626909159982, 87.78779723500087, -712.0708650465182]
 3856-th training, ErrorRate: 15.0% -> [-3.9915626909159982, 87.78779723500087, -712.0708650465182]
 3857-th training, ErrorRate: 28.0% -> [-2.9915626909159982, 175.88779723500085, -699.0708650465182]
 3858-th training, ErrorRate: 28.0% -> [-2.9915626909159982, 175.88779723500085, -699.0708650465182]
 3859-th training, ErrorRate: 28.0% -> [-2.9915626909159982, 175.88779723500085, -699.0708650465182]
 3860-th training, ErrorRate: 28.0% -> [-2.9915626909159982, 175.88779723500085, -699.0708650465182]
 3861-th training, ErrorRate: 28.0% -> [-2.9915626909159982, 175.88779723500085, -699.0708650465182]
 3862-th training, ErrorRate: 28.0% -> [-2.9915626909159982, 175.88779723500085, -699.0708650465182]
 3863-th training, ErrorRate: 28.0% -> [-2.9915626909159982, 175.88779723500085, -699.0708650465182]
 3864-th training, ErrorRate: 28.0% -> [-2.9915626909159982, 175.88779723500085, -699.0708650465182]
 3865-th training, ErrorRate: 28.0% -> [-2.9915626909159982, 175.88779723500085, -699.0708650465182]
 3866-th training, ErrorRate: 28.0% -> [-2.9915626909159982, 175.88779723500085, -699.0708650465182]
 3867-th training, ErrorRate: 28.0% -> [-2.9915626909159982, 175.88779723500085, -699.0708650465182]
 3868-th training, ErrorRate: 28.0% -> [-2.9915626909159982, 175.88779723500085, -699.0708650465182]
 3869-th training, ErrorRate: 28.0% -> [-2.9915626909159982, 175.88779723500085, -699.0708650465182]
 3870-th training, ErrorRate: 28.0% -> [-2.9915626909159982, 175.88779723500085, -699.0708650465182]
 3871-th training, ErrorRate: 28.0% -> [-2.9915626909159982, 175.88779723500085, -699.0708650465182]
 3872-th training, ErrorRate: 28.0% -> [-2.9915626909159982, 175.88779723500085, -699.0708650465182]
 3873-th training, ErrorRate: 28.0% -> [-2.9915626909159982, 175.88779723500085, -699.0708650465182]
 3874-th training, ErrorRate: 28.0% -> [-2.9915626909159982, 175.88779723500085, -699.0708650465182]
 3875-th training, ErrorRate: 28.0% -> [-2.9915626909159982, 175.88779723500085, -699.0708650465182]
 3876-th training, ErrorRate: 28.0% -> [-2.9915626909159982, 175.88779723500085, -699.0708650465182]
 3877-th training, ErrorRate: 28.0% -> [-2.9915626909159982, 175.88779723500085, -699.0708650465182]
 3878-th training, ErrorRate: 28.0% -> [-2.9915626909159982, 175.88779723500085, -699.0708650465182]
 3879-th training, ErrorRate: 28.0% -> [-2.9915626909159982, 175.88779723500085, -699.0708650465182]
 3880-th training, ErrorRate: 28.0% -> [-2.9915626909159982, 175.88779723500085, -699.0708650465182]
 3881-th training, ErrorRate: 28.0% -> [-2.9915626909159982, 175.88779723500085, -699.0708650465182]
 3882-th training, ErrorRate: 28.0% -> [-2.9915626909159982, 175.88779723500085, -699.0708650465182]
 3883-th training, ErrorRate: 28.0% -> [-2.9915626909159982, 175.88779723500085, -699.0708650465182]
 3884-th training, ErrorRate: 28.0% -> [-2.9915626909159982, 175.88779723500085, -699.0708650465182]
 3885-th training, ErrorRate: 28.0% -> [-2.9915626909159982, 175.88779723500085, -699.0708650465182]
 3886-th training, ErrorRate: 28.0% -> [-2.9915626909159982, 175.88779723500085, -699.0708650465182]
 3887-th training, ErrorRate: 28.0% -> [-2.9915626909159982, 175.88779723500085, -699.0708650465182]
 3888-th training, ErrorRate: 28.0% -> [-2.9915626909159982, 175.88779723500085, -699.0708650465182]
 3889-th training, ErrorRate: 28.0% -> [-2.9915626909159982, 175.88779723500085, -699.0708650465182]
 3890-th training, ErrorRate: 28.0% -> [-2.9915626909159982, 175.88779723500085, -699.0708650465182]
 3891-th training, ErrorRate: 28.0% -> [-2.9915626909159982, 175.88779723500085, -699.0708650465182]
 3892-th training, ErrorRate: 28.0% -> [-2.9915626909159982, 175.88779723500085, -699.0708650465182]
 3893-th training, ErrorRate: 28.0% -> [-2.9915626909159982, 175.88779723500085, -699.0708650465182]
 3894-th training, ErrorRate: 28.0% -> [-2.9915626909159982, 175.88779723500085, -699.0708650465182]
 3895-th training, ErrorRate: 28.0% -> [-2.9915626909159982, 175.88779723500085, -699.0708650465182]
 3896-th training, ErrorRate: 28.0% -> [-2.9915626909159982, 175.88779723500085, -699.0708650465182]
 3897-th training, ErrorRate: 28.0% -> [-2.9915626909159982, 175.88779723500085, -699.0708650465182]
 3898-th training, ErrorRate: 28.0% -> [-2.9915626909159982, 175.88779723500085, -699.0708650465182]
 3899-th training, ErrorRate: 28.0% -> [-2.9915626909159982, 175.88779723500085, -699.0708650465182]
 3900-th training, ErrorRate: 28.0% -> [-2.9915626909159982, 175.88779723500085, -699.0708650465182]
 3901-th training, ErrorRate: 28.0% -> [-2.9915626909159982, 175.88779723500085, -699.0708650465182]
 3902-th training, ErrorRate: 14.0% -> [-3.9915626909159982, 111.08779723500085, -711.2708650465182]
 3903-th training, ErrorRate: 14.0% -> [-3.9915626909159982, 111.08779723500085, -711.2708650465182]
 3904-th training, ErrorRate: 14.0% -> [-3.9915626909159982, 111.08779723500085, -711.2708650465182]
 3905-th training, ErrorRate: 14.0% -> [-3.9915626909159982, 111.08779723500085, -711.2708650465182]
 3906-th training, ErrorRate: 43.0% -> [-4.991562690915998, 30.987797235000855, -719.7708650465182]
 3907-th training, ErrorRate: 43.0% -> [-4.991562690915998, 30.987797235000855, -719.7708650465182]
 3908-th training, ErrorRate: 43.0% -> [-4.991562690915998, 30.987797235000855, -719.7708650465182]
 3909-th training, ErrorRate: 43.0% -> [-4.991562690915998, 30.987797235000855, -719.7708650465182]
 3910-th training, ErrorRate: 43.0% -> [-4.991562690915998, 30.987797235000855, -719.7708650465182]
 3911-th training, ErrorRate: 43.0% -> [-4.991562690915998, 30.987797235000855, -719.7708650465182]
 3912-th training, ErrorRate: 43.0% -> [-4.991562690915998, 30.987797235000855, -719.7708650465182]
 3913-th training, ErrorRate: 43.0% -> [-4.991562690915998, 30.987797235000855, -719.7708650465182]
 3914-th training, ErrorRate: 43.0% -> [-4.991562690915998, 30.987797235000855, -719.7708650465182]
 3915-th training, ErrorRate: 43.0% -> [-4.991562690915998, 30.987797235000855, -719.7708650465182]
 3916-th training, ErrorRate: 43.0% -> [-4.991562690915998, 30.987797235000855, -719.7708650465182]
 3917-th training, ErrorRate: 43.0% -> [-4.991562690915998, 30.987797235000855, -719.7708650465182]
 3918-th training, ErrorRate: 43.0% -> [-4.991562690915998, 30.987797235000855, -719.7708650465182]
 3919-th training, ErrorRate: 43.0% -> [-4.991562690915998, 30.987797235000855, -719.7708650465182]
 3920-th training, ErrorRate: 43.0% -> [-4.991562690915998, 30.987797235000855, -719.7708650465182]
 3921-th training, ErrorRate: 43.0% -> [-4.991562690915998, 30.987797235000855, -719.7708650465182]
 3922-th training, ErrorRate: 43.0% -> [-4.991562690915998, 30.987797235000855, -719.7708650465182]
 3923-th training, ErrorRate: 43.0% -> [-4.991562690915998, 30.987797235000855, -719.7708650465182]
 3924-th training, ErrorRate: 43.0% -> [-4.991562690915998, 30.987797235000855, -719.7708650465182]
 3925-th training, ErrorRate: 43.0% -> [-4.991562690915998, 30.987797235000855, -719.7708650465182]
 3926-th training, ErrorRate: 43.0% -> [-4.991562690915998, 30.987797235000855, -719.7708650465182]
 3927-th training, ErrorRate: 43.0% -> [-4.991562690915998, 30.987797235000855, -719.7708650465182]
 3928-th training, ErrorRate: 43.0% -> [-4.991562690915998, 30.987797235000855, -719.7708650465182]
 3929-th training, ErrorRate: 43.0% -> [-4.991562690915998, 30.987797235000855, -719.7708650465182]
 3930-th training, ErrorRate: 43.0% -> [-4.991562690915998, 30.987797235000855, -719.7708650465182]
 3931-th training, ErrorRate: 43.0% -> [-4.991562690915998, 30.987797235000855, -719.7708650465182]
 3932-th training, ErrorRate: 43.0% -> [-4.991562690915998, 30.987797235000855, -719.7708650465182]
 3933-th training, ErrorRate: 43.0% -> [-4.991562690915998, 30.987797235000855, -719.7708650465182]
 3934-th training, ErrorRate: 43.0% -> [-4.991562690915998, 30.987797235000855, -719.7708650465182]
 3935-th training, ErrorRate: 43.0% -> [-4.991562690915998, 30.987797235000855, -719.7708650465182]
 3936-th training, ErrorRate: 43.0% -> [-4.991562690915998, 30.987797235000855, -719.7708650465182]
 3937-th training, ErrorRate: 43.0% -> [-4.991562690915998, 30.987797235000855, -719.7708650465182]
 3938-th training, ErrorRate: 43.0% -> [-4.991562690915998, 30.987797235000855, -719.7708650465182]
 3939-th training, ErrorRate: 43.0% -> [-4.991562690915998, 30.987797235000855, -719.7708650465182]
 3940-th training, ErrorRate: 43.0% -> [-4.991562690915998, 30.987797235000855, -719.7708650465182]
 3941-th training, ErrorRate: 43.0% -> [-4.991562690915998, 30.987797235000855, -719.7708650465182]
 3942-th training, ErrorRate: 43.0% -> [-4.991562690915998, 30.987797235000855, -719.7708650465182]
 3943-th training, ErrorRate: 43.0% -> [-4.991562690915998, 30.987797235000855, -719.7708650465182]
 3944-th training, ErrorRate: 43.0% -> [-4.991562690915998, 30.987797235000855, -719.7708650465182]
 3945-th training, ErrorRate: 43.0% -> [-4.991562690915998, 30.987797235000855, -719.7708650465182]
 3946-th training, ErrorRate: 43.0% -> [-4.991562690915998, 30.987797235000855, -719.7708650465182]
 3947-th training, ErrorRate: 43.0% -> [-4.991562690915998, 30.987797235000855, -719.7708650465182]
 3948-th training, ErrorRate: 43.0% -> [-4.991562690915998, 30.987797235000855, -719.7708650465182]
 3949-th training, ErrorRate: 43.0% -> [-4.991562690915998, 30.987797235000855, -719.7708650465182]
 3950-th training, ErrorRate: 43.0% -> [-4.991562690915998, 30.987797235000855, -719.7708650465182]
 3951-th training, ErrorRate: 19.0% -> [-3.9915626909159982, 138.48779723500087, -714.0708650465182]
 3952-th training, ErrorRate: 19.0% -> [-3.9915626909159982, 138.48779723500087, -714.0708650465182]
 3953-th training, ErrorRate: 19.0% -> [-3.9915626909159982, 138.48779723500087, -714.0708650465182]
 3954-th training, ErrorRate: 19.0% -> [-3.9915626909159982, 138.48779723500087, -714.0708650465182]
 3955-th training, ErrorRate: 19.0% -> [-3.9915626909159982, 138.48779723500087, -714.0708650465182]
 3956-th training, ErrorRate: 19.0% -> [-3.9915626909159982, 138.48779723500087, -714.0708650465182]
 3957-th training, ErrorRate: 19.0% -> [-3.9915626909159982, 138.48779723500087, -714.0708650465182]
 3958-th training, ErrorRate: 19.0% -> [-3.9915626909159982, 138.48779723500087, -714.0708650465182]
 3959-th training, ErrorRate: 19.0% -> [-3.9915626909159982, 138.48779723500087, -714.0708650465182]
 3960-th training, ErrorRate: 19.0% -> [-3.9915626909159982, 138.48779723500087, -714.0708650465182]
 3961-th training, ErrorRate: 19.0% -> [-3.9915626909159982, 138.48779723500087, -714.0708650465182]
 3962-th training, ErrorRate: 19.0% -> [-3.9915626909159982, 138.48779723500087, -714.0708650465182]
 3963-th training, ErrorRate: 19.0% -> [-3.9915626909159982, 138.48779723500087, -714.0708650465182]
 3964-th training, ErrorRate: 19.0% -> [-3.9915626909159982, 138.48779723500087, -714.0708650465182]
 3965-th training, ErrorRate: 19.0% -> [-3.9915626909159982, 138.48779723500087, -714.0708650465182]
 3966-th training, ErrorRate: 19.0% -> [-3.9915626909159982, 138.48779723500087, -714.0708650465182]
 3967-th training, ErrorRate: 19.0% -> [-3.9915626909159982, 138.48779723500087, -714.0708650465182]
 3968-th training, ErrorRate: 19.0% -> [-3.9915626909159982, 138.48779723500087, -714.0708650465182]
 3969-th training, ErrorRate: 19.0% -> [-3.9915626909159982, 138.48779723500087, -714.0708650465182]
 3970-th training, ErrorRate: 19.0% -> [-3.9915626909159982, 138.48779723500087, -714.0708650465182]
 3971-th training, ErrorRate: 19.0% -> [-3.9915626909159982, 138.48779723500087, -714.0708650465182]
 3972-th training, ErrorRate: 19.0% -> [-3.9915626909159982, 138.48779723500087, -714.0708650465182]
 3973-th training, ErrorRate: 19.0% -> [-3.9915626909159982, 138.48779723500087, -714.0708650465182]
 3974-th training, ErrorRate: 19.0% -> [-3.9915626909159982, 138.48779723500087, -714.0708650465182]
 3975-th training, ErrorRate: 19.0% -> [-3.9915626909159982, 138.48779723500087, -714.0708650465182]
 3976-th training, ErrorRate: 19.0% -> [-3.9915626909159982, 138.48779723500087, -714.0708650465182]
 3977-th training, ErrorRate: 19.0% -> [-3.9915626909159982, 138.48779723500087, -714.0708650465182]
