Initial Perceptron Parameter's Error Rate: 50.0% -> [-733.2523296631203, 198.10434115215162, 766.609283154683]

    1-th training, ErrorRate: 50.0% -> [-733.7523296631203, 164.10434115215162, 757.909283154683]
 1458-th training, ErrorRate: 50.0% -> [-744.2523296631203, 23.004341152151518, 192.2092831546829]
 1459-th training, ErrorRate: 50.0% -> [-744.2523296631203, 23.004341152151518, 192.2092831546829]
 1460-th training, ErrorRate: 50.0% -> [-744.2523296631203, 23.004341152151518, 192.2092831546829]
 1461-th training, ErrorRate: 50.0% -> [-744.2523296631203, 23.004341152151518, 192.2092831546829]
 1462-th training, ErrorRate: 50.0% -> [-744.2523296631203, 23.004341152151518, 192.2092831546829]
 1463-th training, ErrorRate: 50.0% -> [-744.2523296631203, 23.004341152151518, 192.2092831546829]
 1464-th training, ErrorRate: 50.0% -> [-744.2523296631203, 23.004341152151518, 192.2092831546829]
 1465-th training, ErrorRate: 50.0% -> [-744.2523296631203, 23.004341152151518, 192.2092831546829]
 1466-th training, ErrorRate: 50.0% -> [-744.2523296631203, 23.004341152151518, 192.2092831546829]
 1467-th training, ErrorRate: 50.0% -> [-744.2523296631203, 23.004341152151518, 192.2092831546829]
 1468-th training, ErrorRate: 50.0% -> [-744.2523296631203, 23.004341152151518, 192.2092831546829]
 1469-th training, ErrorRate: 50.0% -> [-744.2523296631203, 23.004341152151518, 192.2092831546829]
 1470-th training, ErrorRate: 50.0% -> [-744.2523296631203, 23.004341152151518, 192.2092831546829]
 1471-th training, ErrorRate: 50.0% -> [-744.2523296631203, 23.004341152151518, 192.2092831546829]
 1472-th training, ErrorRate: 50.0% -> [-744.2523296631203, 23.004341152151518, 192.2092831546829]
 1473-th training, ErrorRate: 50.0% -> [-744.2523296631203, 23.004341152151518, 192.2092831546829]
 1474-th training, ErrorRate: 50.0% -> [-744.2523296631203, 23.004341152151518, 192.2092831546829]
 1475-th training, ErrorRate: 50.0% -> [-744.2523296631203, 23.004341152151518, 192.2092831546829]
 1476-th training, ErrorRate: 50.0% -> [-744.2523296631203, 23.004341152151518, 192.2092831546829]
 1477-th training, ErrorRate: 50.0% -> [-744.2523296631203, 23.004341152151518, 192.2092831546829]
 1478-th training, ErrorRate: 50.0% -> [-744.2523296631203, 23.004341152151518, 192.2092831546829]
 1479-th training, ErrorRate: 50.0% -> [-744.2523296631203, 23.004341152151518, 192.2092831546829]
 1480-th training, ErrorRate: 50.0% -> [-744.2523296631203, 23.004341152151518, 192.2092831546829]
 1481-th training, ErrorRate: 50.0% -> [-744.2523296631203, 23.004341152151518, 192.2092831546829]
 1482-th training, ErrorRate: 50.0% -> [-744.2523296631203, 23.004341152151518, 192.2092831546829]
 1483-th training, ErrorRate: 50.0% -> [-744.2523296631203, 23.004341152151518, 192.2092831546829]
 1484-th training, ErrorRate: 50.0% -> [-744.2523296631203, 23.004341152151518, 192.2092831546829]
 1485-th training, ErrorRate: 50.0% -> [-744.2523296631203, 23.004341152151518, 192.2092831546829]
 1486-th training, ErrorRate: 50.0% -> [-744.2523296631203, 23.004341152151518, 192.2092831546829]
 1487-th training, ErrorRate: 50.0% -> [-744.2523296631203, 23.004341152151518, 192.2092831546829]
 1488-th training, ErrorRate: 50.0% -> [-744.2523296631203, 23.004341152151518, 192.2092831546829]
 1489-th training, ErrorRate: 50.0% -> [-744.2523296631203, 23.004341152151518, 192.2092831546829]
 1490-th training, ErrorRate: 50.0% -> [-744.2523296631203, 23.004341152151518, 192.2092831546829]
 1491-th training, ErrorRate: 50.0% -> [-744.2523296631203, 23.004341152151518, 192.2092831546829]
 1492-th training, ErrorRate: 50.0% -> [-744.2523296631203, 23.004341152151518, 192.2092831546829]
 1493-th training, ErrorRate: 50.0% -> [-744.2523296631203, 23.004341152151518, 192.2092831546829]
 1494-th training, ErrorRate: 50.0% -> [-744.2523296631203, 23.004341152151518, 192.2092831546829]
 1495-th training, ErrorRate: 50.0% -> [-744.2523296631203, 23.004341152151518, 192.2092831546829]
 1496-th training, ErrorRate: 50.0% -> [-744.2523296631203, 23.004341152151518, 192.2092831546829]
 1497-th training, ErrorRate: 50.0% -> [-744.2523296631203, 23.004341152151518, 192.2092831546829]
 1498-th training, ErrorRate: 50.0% -> [-744.2523296631203, 23.004341152151518, 192.2092831546829]
 1499-th training, ErrorRate: 50.0% -> [-744.2523296631203, 23.004341152151518, 192.2092831546829]
 1500-th training, ErrorRate: 50.0% -> [-744.2523296631203, 23.004341152151518, 192.2092831546829]
 1501-th training, ErrorRate: 78.0% -> [-744.7523296631203, -10.995658847848482, 183.50928315468292]
 1502-th training, ErrorRate: 56.0% -> [-745.2523296631203, -43.39565884784848, 177.40928315468292]
 1503-th training, ErrorRate: 56.0% -> [-745.2523296631203, -43.39565884784848, 177.40928315468292]
 1504-th training, ErrorRate: 56.0% -> [-745.2523296631203, -43.39565884784848, 177.40928315468292]
 1505-th training, ErrorRate: 56.0% -> [-745.2523296631203, -43.39565884784848, 177.40928315468292]
 1506-th training, ErrorRate: 56.0% -> [-745.2523296631203, -43.39565884784848, 177.40928315468292]
 1507-th training, ErrorRate: 56.0% -> [-745.2523296631203, -43.39565884784848, 177.40928315468292]
 1508-th training, ErrorRate: 56.0% -> [-745.2523296631203, -43.39565884784848, 177.40928315468292]
 1509-th training, ErrorRate: 56.0% -> [-745.2523296631203, -43.39565884784848, 177.40928315468292]
 1510-th training, ErrorRate: 56.0% -> [-745.2523296631203, -43.39565884784848, 177.40928315468292]
 1511-th training, ErrorRate: 56.0% -> [-745.2523296631203, -43.39565884784848, 177.40928315468292]
 1512-th training, ErrorRate: 56.0% -> [-745.2523296631203, -43.39565884784848, 177.40928315468292]
 1513-th training, ErrorRate: 56.0% -> [-745.2523296631203, -43.39565884784848, 177.40928315468292]
 1514-th training, ErrorRate: 56.0% -> [-745.2523296631203, -43.39565884784848, 177.40928315468292]
 1515-th training, ErrorRate: 50.0% -> [-745.7523296631203, -78.39565884784848, 166.55928315468293]
 1516-th training, ErrorRate: 50.0% -> [-745.7523296631203, -78.39565884784848, 166.55928315468293]
 1517-th training, ErrorRate: 50.0% -> [-745.7523296631203, -78.39565884784848, 166.55928315468293]
 1518-th training, ErrorRate: 50.0% -> [-745.7523296631203, -78.39565884784848, 166.55928315468293]
 1519-th training, ErrorRate: 50.0% -> [-745.7523296631203, -78.39565884784848, 166.55928315468293]
 1520-th training, ErrorRate: 50.0% -> [-745.7523296631203, -78.39565884784848, 166.55928315468293]
 1521-th training, ErrorRate: 50.0% -> [-745.7523296631203, -78.39565884784848, 166.55928315468293]
 1522-th training, ErrorRate: 50.0% -> [-745.7523296631203, -78.39565884784848, 166.55928315468293]
 1523-th training, ErrorRate: 50.0% -> [-745.7523296631203, -78.39565884784848, 166.55928315468293]
 1524-th training, ErrorRate: 50.0% -> [-745.7523296631203, -78.39565884784848, 166.55928315468293]
 1525-th training, ErrorRate: 50.0% -> [-745.7523296631203, -78.39565884784848, 166.55928315468293]
 1526-th training, ErrorRate: 50.0% -> [-745.7523296631203, -78.39565884784848, 166.55928315468293]
 1527-th training, ErrorRate: 50.0% -> [-745.7523296631203, -78.39565884784848, 166.55928315468293]
 1528-th training, ErrorRate: 50.0% -> [-745.7523296631203, -78.39565884784848, 166.55928315468293]
 1529-th training, ErrorRate: 50.0% -> [-745.7523296631203, -78.39565884784848, 166.55928315468293]
 1530-th training, ErrorRate: 50.0% -> [-745.7523296631203, -78.39565884784848, 166.55928315468293]
 1531-th training, ErrorRate: 50.0% -> [-745.7523296631203, -78.39565884784848, 166.55928315468293]
 1532-th training, ErrorRate: 50.0% -> [-745.7523296631203, -78.39565884784848, 166.55928315468293]
 1533-th training, ErrorRate: 50.0% -> [-745.7523296631203, -78.39565884784848, 166.55928315468293]
 1534-th training, ErrorRate: 50.0% -> [-745.7523296631203, -78.39565884784848, 166.55928315468293]
 1535-th training, ErrorRate: 50.0% -> [-745.7523296631203, -78.39565884784848, 166.55928315468293]
 1536-th training, ErrorRate: 50.0% -> [-745.7523296631203, -78.39565884784848, 166.55928315468293]
 1537-th training, ErrorRate: 50.0% -> [-745.7523296631203, -78.39565884784848, 166.55928315468293]
 1538-th training, ErrorRate: 50.0% -> [-745.7523296631203, -78.39565884784848, 166.55928315468293]
 1539-th training, ErrorRate: 50.0% -> [-745.7523296631203, -78.39565884784848, 166.55928315468293]
 1540-th training, ErrorRate: 50.0% -> [-745.7523296631203, -78.39565884784848, 166.55928315468293]
 1541-th training, ErrorRate: 50.0% -> [-745.7523296631203, -78.39565884784848, 166.55928315468293]
 1542-th training, ErrorRate: 50.0% -> [-745.7523296631203, -78.39565884784848, 166.55928315468293]
 1543-th training, ErrorRate: 50.0% -> [-745.7523296631203, -78.39565884784848, 166.55928315468293]
 1544-th training, ErrorRate: 50.0% -> [-745.7523296631203, -78.39565884784848, 166.55928315468293]
 1545-th training, ErrorRate: 50.0% -> [-745.7523296631203, -78.39565884784848, 166.55928315468293]
 1546-th training, ErrorRate: 50.0% -> [-745.7523296631203, -78.39565884784848, 166.55928315468293]
 1547-th training, ErrorRate: 50.0% -> [-745.7523296631203, -78.39565884784848, 166.55928315468293]
 1548-th training, ErrorRate: 50.0% -> [-745.7523296631203, -78.39565884784848, 166.55928315468293]
 1549-th training, ErrorRate: 50.0% -> [-745.7523296631203, -78.39565884784848, 166.55928315468293]
 1550-th training, ErrorRate: 50.0% -> [-745.7523296631203, -78.39565884784848, 166.55928315468293]
 1551-th training, ErrorRate: 82.0% -> [-745.2523296631203, -24.64565884784848, 169.40928315468292]
 1552-th training, ErrorRate: 50.0% -> [-744.7523296631203, 24.20434115215152, 172.25928315468292]
 1553-th training, ErrorRate: 50.0% -> [-744.7523296631203, 24.20434115215152, 172.25928315468292]
 1554-th training, ErrorRate: 50.0% -> [-744.7523296631203, 24.20434115215152, 172.25928315468292]
 1555-th training, ErrorRate: 50.0% -> [-744.7523296631203, 24.20434115215152, 172.25928315468292]
 1556-th training, ErrorRate: 50.0% -> [-744.7523296631203, 24.20434115215152, 172.25928315468292]
 1557-th training, ErrorRate: 50.0% -> [-744.7523296631203, 24.20434115215152, 172.25928315468292]
 1558-th training, ErrorRate: 50.0% -> [-744.7523296631203, 24.20434115215152, 172.25928315468292]
 1559-th training, ErrorRate: 50.0% -> [-744.7523296631203, 24.20434115215152, 172.25928315468292]
 1560-th training, ErrorRate: 50.0% -> [-744.7523296631203, 24.20434115215152, 172.25928315468292]
 1561-th training, ErrorRate: 50.0% -> [-744.7523296631203, 24.20434115215152, 172.25928315468292]
 1562-th training, ErrorRate: 50.0% -> [-744.7523296631203, 24.20434115215152, 172.25928315468292]
 1563-th training, ErrorRate: 50.0% -> [-744.7523296631203, 24.20434115215152, 172.25928315468292]
 1564-th training, ErrorRate: 50.0% -> [-744.7523296631203, 24.20434115215152, 172.25928315468292]
 1565-th training, ErrorRate: 50.0% -> [-744.7523296631203, 24.20434115215152, 172.25928315468292]
 1566-th training, ErrorRate: 50.0% -> [-744.7523296631203, 24.20434115215152, 172.25928315468292]
 1567-th training, ErrorRate: 50.0% -> [-744.7523296631203, 24.20434115215152, 172.25928315468292]
 1568-th training, ErrorRate: 50.0% -> [-744.7523296631203, 24.20434115215152, 172.25928315468292]
 1569-th training, ErrorRate: 50.0% -> [-744.7523296631203, 24.20434115215152, 172.25928315468292]
 1570-th training, ErrorRate: 50.0% -> [-744.7523296631203, 24.20434115215152, 172.25928315468292]
 1571-th training, ErrorRate: 50.0% -> [-744.7523296631203, 24.20434115215152, 172.25928315468292]
 1572-th training, ErrorRate: 50.0% -> [-744.7523296631203, 24.20434115215152, 172.25928315468292]
 1573-th training, ErrorRate: 50.0% -> [-744.7523296631203, 24.20434115215152, 172.25928315468292]
 1574-th training, ErrorRate: 50.0% -> [-744.7523296631203, 24.20434115215152, 172.25928315468292]
 1575-th training, ErrorRate: 50.0% -> [-744.7523296631203, 24.20434115215152, 172.25928315468292]
 1576-th training, ErrorRate: 50.0% -> [-744.7523296631203, 24.20434115215152, 172.25928315468292]
 1577-th training, ErrorRate: 50.0% -> [-744.7523296631203, 24.20434115215152, 172.25928315468292]
 1578-th training, ErrorRate: 50.0% -> [-744.7523296631203, 24.20434115215152, 172.25928315468292]
 1579-th training, ErrorRate: 50.0% -> [-744.7523296631203, 24.20434115215152, 172.25928315468292]
 1580-th training, ErrorRate: 50.0% -> [-744.7523296631203, 24.20434115215152, 172.25928315468292]
 1581-th training, ErrorRate: 50.0% -> [-744.7523296631203, 24.20434115215152, 172.25928315468292]
 1582-th training, ErrorRate: 50.0% -> [-744.7523296631203, 24.20434115215152, 172.25928315468292]
 1583-th training, ErrorRate: 50.0% -> [-744.7523296631203, 24.20434115215152, 172.25928315468292]
 1584-th training, ErrorRate: 50.0% -> [-744.7523296631203, 24.20434115215152, 172.25928315468292]
 1585-th training, ErrorRate: 50.0% -> [-744.7523296631203, 24.20434115215152, 172.25928315468292]
 1586-th training, ErrorRate: 50.0% -> [-744.7523296631203, 24.20434115215152, 172.25928315468292]
 1587-th training, ErrorRate: 50.0% -> [-744.7523296631203, 24.20434115215152, 172.25928315468292]
 1588-th training, ErrorRate: 50.0% -> [-744.7523296631203, 24.20434115215152, 172.25928315468292]
 1589-th training, ErrorRate: 50.0% -> [-744.7523296631203, 24.20434115215152, 172.25928315468292]
 1590-th training, ErrorRate: 50.0% -> [-744.7523296631203, 24.20434115215152, 172.25928315468292]
 1591-th training, ErrorRate: 50.0% -> [-744.7523296631203, 24.20434115215152, 172.25928315468292]
 1592-th training, ErrorRate: 50.0% -> [-744.7523296631203, 24.20434115215152, 172.25928315468292]
 1593-th training, ErrorRate: 50.0% -> [-744.7523296631203, 24.20434115215152, 172.25928315468292]
 1594-th training, ErrorRate: 50.0% -> [-744.7523296631203, 24.20434115215152, 172.25928315468292]
 1595-th training, ErrorRate: 50.0% -> [-744.7523296631203, 24.20434115215152, 172.25928315468292]
 1596-th training, ErrorRate: 50.0% -> [-744.7523296631203, 24.20434115215152, 172.25928315468292]
 1597-th training, ErrorRate: 50.0% -> [-744.7523296631203, 24.20434115215152, 172.25928315468292]
 1598-th training, ErrorRate: 50.0% -> [-744.7523296631203, 24.20434115215152, 172.25928315468292]
 1599-th training, ErrorRate: 50.0% -> [-744.7523296631203, 24.20434115215152, 172.25928315468292]
 1600-th training, ErrorRate: 50.0% -> [-744.7523296631203, 24.20434115215152, 172.25928315468292]
 1601-th training, ErrorRate: 82.0% -> [-745.2523296631203, -9.795658847848479, 163.55928315468293]
 1602-th training, ErrorRate: 53.0% -> [-745.7523296631203, -42.19565884784848, 157.45928315468294]
 1603-th training, ErrorRate: 53.0% -> [-745.7523296631203, -42.19565884784848, 157.45928315468294]
 1604-th training, ErrorRate: 53.0% -> [-745.7523296631203, -42.19565884784848, 157.45928315468294]
 1605-th training, ErrorRate: 53.0% -> [-745.7523296631203, -42.19565884784848, 157.45928315468294]
 1606-th training, ErrorRate: 53.0% -> [-745.7523296631203, -42.19565884784848, 157.45928315468294]
 1607-th training, ErrorRate: 53.0% -> [-745.7523296631203, -42.19565884784848, 157.45928315468294]
 1608-th training, ErrorRate: 53.0% -> [-745.7523296631203, -42.19565884784848, 157.45928315468294]
 1609-th training, ErrorRate: 53.0% -> [-745.7523296631203, -42.19565884784848, 157.45928315468294]
 1610-th training, ErrorRate: 53.0% -> [-745.7523296631203, -42.19565884784848, 157.45928315468294]
 1611-th training, ErrorRate: 53.0% -> [-745.7523296631203, -42.19565884784848, 157.45928315468294]
 1612-th training, ErrorRate: 53.0% -> [-745.7523296631203, -42.19565884784848, 157.45928315468294]
 1613-th training, ErrorRate: 53.0% -> [-745.7523296631203, -42.19565884784848, 157.45928315468294]
 1614-th training, ErrorRate: 53.0% -> [-745.7523296631203, -42.19565884784848, 157.45928315468294]
 1615-th training, ErrorRate: 53.0% -> [-745.7523296631203, -42.19565884784848, 157.45928315468294]
 1616-th training, ErrorRate: 53.0% -> [-745.7523296631203, -42.19565884784848, 157.45928315468294]
 1617-th training, ErrorRate: 53.0% -> [-745.7523296631203, -42.19565884784848, 157.45928315468294]
 1618-th training, ErrorRate: 53.0% -> [-745.7523296631203, -42.19565884784848, 157.45928315468294]
 1619-th training, ErrorRate: 53.0% -> [-745.7523296631203, -42.19565884784848, 157.45928315468294]
 1620-th training, ErrorRate: 53.0% -> [-745.7523296631203, -42.19565884784848, 157.45928315468294]
 1621-th training, ErrorRate: 53.0% -> [-745.7523296631203, -42.19565884784848, 157.45928315468294]
 1622-th training, ErrorRate: 53.0% -> [-745.7523296631203, -42.19565884784848, 157.45928315468294]
 1623-th training, ErrorRate: 53.0% -> [-745.7523296631203, -42.19565884784848, 157.45928315468294]
 1624-th training, ErrorRate: 53.0% -> [-745.7523296631203, -42.19565884784848, 157.45928315468294]
 1625-th training, ErrorRate: 53.0% -> [-745.7523296631203, -42.19565884784848, 157.45928315468294]
 1626-th training, ErrorRate: 53.0% -> [-745.7523296631203, -42.19565884784848, 157.45928315468294]
 1627-th training, ErrorRate: 53.0% -> [-745.7523296631203, -42.19565884784848, 157.45928315468294]
 1628-th training, ErrorRate: 53.0% -> [-745.7523296631203, -42.19565884784848, 157.45928315468294]
 1629-th training, ErrorRate: 53.0% -> [-745.7523296631203, -42.19565884784848, 157.45928315468294]
 1630-th training, ErrorRate: 53.0% -> [-745.7523296631203, -42.19565884784848, 157.45928315468294]
 1631-th training, ErrorRate: 53.0% -> [-745.7523296631203, -42.19565884784848, 157.45928315468294]
 1632-th training, ErrorRate: 53.0% -> [-745.7523296631203, -42.19565884784848, 157.45928315468294]
 1633-th training, ErrorRate: 53.0% -> [-745.7523296631203, -42.19565884784848, 157.45928315468294]
 1634-th training, ErrorRate: 53.0% -> [-745.7523296631203, -42.19565884784848, 157.45928315468294]
 1635-th training, ErrorRate: 53.0% -> [-745.7523296631203, -42.19565884784848, 157.45928315468294]
 1636-th training, ErrorRate: 50.0% -> [-746.2523296631203, -70.54565884784847, 147.25928315468295]
 1637-th training, ErrorRate: 50.0% -> [-746.2523296631203, -70.54565884784847, 147.25928315468295]
 1638-th training, ErrorRate: 50.0% -> [-746.2523296631203, -70.54565884784847, 147.25928315468295]
 1639-th training, ErrorRate: 50.0% -> [-746.2523296631203, -70.54565884784847, 147.25928315468295]
 1640-th training, ErrorRate: 50.0% -> [-746.2523296631203, -70.54565884784847, 147.25928315468295]
 1641-th training, ErrorRate: 50.0% -> [-746.2523296631203, -70.54565884784847, 147.25928315468295]
 1642-th training, ErrorRate: 50.0% -> [-746.2523296631203, -70.54565884784847, 147.25928315468295]
 1643-th training, ErrorRate: 50.0% -> [-746.2523296631203, -70.54565884784847, 147.25928315468295]
 1644-th training, ErrorRate: 50.0% -> [-746.2523296631203, -70.54565884784847, 147.25928315468295]
 1645-th training, ErrorRate: 50.0% -> [-746.2523296631203, -70.54565884784847, 147.25928315468295]
 1646-th training, ErrorRate: 50.0% -> [-746.2523296631203, -70.54565884784847, 147.25928315468295]
 1647-th training, ErrorRate: 50.0% -> [-746.2523296631203, -70.54565884784847, 147.25928315468295]
 1648-th training, ErrorRate: 50.0% -> [-746.2523296631203, -70.54565884784847, 147.25928315468295]
 1649-th training, ErrorRate: 50.0% -> [-746.2523296631203, -70.54565884784847, 147.25928315468295]
 1650-th training, ErrorRate: 50.0% -> [-746.2523296631203, -70.54565884784847, 147.25928315468295]
 1651-th training, ErrorRate: 81.0% -> [-745.7523296631203, -16.795658847848472, 150.10928315468294]
 1652-th training, ErrorRate: 50.0% -> [-745.2523296631203, 32.05434115215153, 152.95928315468294]
 1653-th training, ErrorRate: 50.0% -> [-745.2523296631203, 32.05434115215153, 152.95928315468294]
 1654-th training, ErrorRate: 50.0% -> [-745.2523296631203, 32.05434115215153, 152.95928315468294]
 1655-th training, ErrorRate: 50.0% -> [-745.2523296631203, 32.05434115215153, 152.95928315468294]
 1656-th training, ErrorRate: 50.0% -> [-745.2523296631203, 32.05434115215153, 152.95928315468294]
 1657-th training, ErrorRate: 50.0% -> [-745.2523296631203, 32.05434115215153, 152.95928315468294]
 1658-th training, ErrorRate: 50.0% -> [-745.2523296631203, 32.05434115215153, 152.95928315468294]
 1659-th training, ErrorRate: 50.0% -> [-745.2523296631203, 32.05434115215153, 152.95928315468294]
 1660-th training, ErrorRate: 50.0% -> [-745.2523296631203, 32.05434115215153, 152.95928315468294]
 1661-th training, ErrorRate: 50.0% -> [-745.2523296631203, 32.05434115215153, 152.95928315468294]
 1662-th training, ErrorRate: 50.0% -> [-745.2523296631203, 32.05434115215153, 152.95928315468294]
 1663-th training, ErrorRate: 50.0% -> [-745.2523296631203, 32.05434115215153, 152.95928315468294]
 1664-th training, ErrorRate: 50.0% -> [-745.2523296631203, 32.05434115215153, 152.95928315468294]
 1665-th training, ErrorRate: 50.0% -> [-745.2523296631203, 32.05434115215153, 152.95928315468294]
 1666-th training, ErrorRate: 50.0% -> [-745.2523296631203, 32.05434115215153, 152.95928315468294]
 1667-th training, ErrorRate: 50.0% -> [-745.2523296631203, 32.05434115215153, 152.95928315468294]
 1668-th training, ErrorRate: 50.0% -> [-745.2523296631203, 32.05434115215153, 152.95928315468294]
 1669-th training, ErrorRate: 50.0% -> [-745.2523296631203, 32.05434115215153, 152.95928315468294]
 1670-th training, ErrorRate: 50.0% -> [-745.2523296631203, 32.05434115215153, 152.95928315468294]
 1671-th training, ErrorRate: 50.0% -> [-745.2523296631203, 32.05434115215153, 152.95928315468294]
 1672-th training, ErrorRate: 50.0% -> [-745.2523296631203, 32.05434115215153, 152.95928315468294]
 1673-th training, ErrorRate: 50.0% -> [-745.2523296631203, 32.05434115215153, 152.95928315468294]
 1674-th training, ErrorRate: 50.0% -> [-745.2523296631203, 32.05434115215153, 152.95928315468294]
 1675-th training, ErrorRate: 50.0% -> [-745.2523296631203, 32.05434115215153, 152.95928315468294]
 1676-th training, ErrorRate: 50.0% -> [-745.2523296631203, 32.05434115215153, 152.95928315468294]
 1677-th training, ErrorRate: 50.0% -> [-745.2523296631203, 32.05434115215153, 152.95928315468294]
 1678-th training, ErrorRate: 50.0% -> [-745.2523296631203, 32.05434115215153, 152.95928315468294]
 1679-th training, ErrorRate: 50.0% -> [-745.2523296631203, 32.05434115215153, 152.95928315468294]
 1680-th training, ErrorRate: 50.0% -> [-745.2523296631203, 32.05434115215153, 152.95928315468294]
 1681-th training, ErrorRate: 50.0% -> [-745.2523296631203, 32.05434115215153, 152.95928315468294]
 1682-th training, ErrorRate: 50.0% -> [-745.2523296631203, 32.05434115215153, 152.95928315468294]
 1683-th training, ErrorRate: 50.0% -> [-745.2523296631203, 32.05434115215153, 152.95928315468294]
 1684-th training, ErrorRate: 50.0% -> [-745.2523296631203, 32.05434115215153, 152.95928315468294]
 1685-th training, ErrorRate: 50.0% -> [-745.2523296631203, 32.05434115215153, 152.95928315468294]
 1686-th training, ErrorRate: 50.0% -> [-745.2523296631203, 32.05434115215153, 152.95928315468294]
 1687-th training, ErrorRate: 50.0% -> [-745.2523296631203, 32.05434115215153, 152.95928315468294]
 1688-th training, ErrorRate: 50.0% -> [-745.2523296631203, 32.05434115215153, 152.95928315468294]
 1689-th training, ErrorRate: 50.0% -> [-745.2523296631203, 32.05434115215153, 152.95928315468294]
 1690-th training, ErrorRate: 50.0% -> [-745.2523296631203, 32.05434115215153, 152.95928315468294]
 1691-th training, ErrorRate: 50.0% -> [-745.2523296631203, 32.05434115215153, 152.95928315468294]
 1692-th training, ErrorRate: 50.0% -> [-745.2523296631203, 32.05434115215153, 152.95928315468294]
 1693-th training, ErrorRate: 50.0% -> [-745.2523296631203, 32.05434115215153, 152.95928315468294]
 1694-th training, ErrorRate: 50.0% -> [-745.2523296631203, 32.05434115215153, 152.95928315468294]
 1695-th training, ErrorRate: 50.0% -> [-745.2523296631203, 32.05434115215153, 152.95928315468294]
 1696-th training, ErrorRate: 50.0% -> [-745.2523296631203, 32.05434115215153, 152.95928315468294]
 1697-th training, ErrorRate: 50.0% -> [-745.2523296631203, 32.05434115215153, 152.95928315468294]
 1698-th training, ErrorRate: 50.0% -> [-745.2523296631203, 32.05434115215153, 152.95928315468294]
 1699-th training, ErrorRate: 50.0% -> [-745.2523296631203, 32.05434115215153, 152.95928315468294]
 1700-th training, ErrorRate: 50.0% -> [-745.2523296631203, 32.05434115215153, 152.95928315468294]
 1701-th training, ErrorRate: 65.0% -> [-745.7523296631203, -1.9456588478484704, 144.25928315468295]
 1702-th training, ErrorRate: 53.0% -> [-746.2523296631203, -34.34565884784847, 138.15928315468295]
 1703-th training, ErrorRate: 53.0% -> [-746.2523296631203, -34.34565884784847, 138.15928315468295]
 1704-th training, ErrorRate: 53.0% -> [-746.2523296631203, -34.34565884784847, 138.15928315468295]
 1705-th training, ErrorRate: 53.0% -> [-746.2523296631203, -34.34565884784847, 138.15928315468295]
 1706-th training, ErrorRate: 53.0% -> [-746.2523296631203, -34.34565884784847, 138.15928315468295]
 1707-th training, ErrorRate: 53.0% -> [-746.2523296631203, -34.34565884784847, 138.15928315468295]
 1708-th training, ErrorRate: 53.0% -> [-746.2523296631203, -34.34565884784847, 138.15928315468295]
 1709-th training, ErrorRate: 53.0% -> [-746.2523296631203, -34.34565884784847, 138.15928315468295]
 1710-th training, ErrorRate: 53.0% -> [-746.2523296631203, -34.34565884784847, 138.15928315468295]
 1711-th training, ErrorRate: 53.0% -> [-746.2523296631203, -34.34565884784847, 138.15928315468295]
 1712-th training, ErrorRate: 53.0% -> [-746.2523296631203, -34.34565884784847, 138.15928315468295]
 1713-th training, ErrorRate: 53.0% -> [-746.2523296631203, -34.34565884784847, 138.15928315468295]
 1714-th training, ErrorRate: 53.0% -> [-746.2523296631203, -34.34565884784847, 138.15928315468295]
 1715-th training, ErrorRate: 53.0% -> [-746.2523296631203, -34.34565884784847, 138.15928315468295]
 1716-th training, ErrorRate: 53.0% -> [-746.2523296631203, -34.34565884784847, 138.15928315468295]
 1717-th training, ErrorRate: 53.0% -> [-746.2523296631203, -34.34565884784847, 138.15928315468295]
 1718-th training, ErrorRate: 53.0% -> [-746.2523296631203, -34.34565884784847, 138.15928315468295]
 1719-th training, ErrorRate: 53.0% -> [-746.2523296631203, -34.34565884784847, 138.15928315468295]
 1720-th training, ErrorRate: 53.0% -> [-746.2523296631203, -34.34565884784847, 138.15928315468295]
 1721-th training, ErrorRate: 53.0% -> [-746.2523296631203, -34.34565884784847, 138.15928315468295]
 1722-th training, ErrorRate: 53.0% -> [-746.2523296631203, -34.34565884784847, 138.15928315468295]
 1723-th training, ErrorRate: 53.0% -> [-746.2523296631203, -34.34565884784847, 138.15928315468295]
 1724-th training, ErrorRate: 53.0% -> [-746.2523296631203, -34.34565884784847, 138.15928315468295]
 1725-th training, ErrorRate: 53.0% -> [-746.2523296631203, -34.34565884784847, 138.15928315468295]
 1726-th training, ErrorRate: 53.0% -> [-746.2523296631203, -34.34565884784847, 138.15928315468295]
 1727-th training, ErrorRate: 53.0% -> [-746.2523296631203, -34.34565884784847, 138.15928315468295]
 1728-th training, ErrorRate: 53.0% -> [-746.2523296631203, -34.34565884784847, 138.15928315468295]
 1729-th training, ErrorRate: 53.0% -> [-746.2523296631203, -34.34565884784847, 138.15928315468295]
 1730-th training, ErrorRate: 53.0% -> [-746.2523296631203, -34.34565884784847, 138.15928315468295]
 1731-th training, ErrorRate: 53.0% -> [-746.2523296631203, -34.34565884784847, 138.15928315468295]
 1732-th training, ErrorRate: 53.0% -> [-746.2523296631203, -34.34565884784847, 138.15928315468295]
 1733-th training, ErrorRate: 53.0% -> [-746.2523296631203, -34.34565884784847, 138.15928315468295]
 1734-th training, ErrorRate: 53.0% -> [-746.2523296631203, -34.34565884784847, 138.15928315468295]
